"school","sex","age","address.type","famsize","divorced","mom.edu","dad.edu","mom.occ","dad.occ","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher.edu","home.internet","romantic","famrel","freetime","goout","weekday.alc","weekend.alc","health.status","absences","first.period.grade","second.period.grade","final.grade","drinking1","drinking2","drinking"
"GP","F",18,"R","greater than 3","0","elementary school","elementary school","at_home","other","course","mother",3,1,3,0,1,0,1,0,1,0,0,5,2,5,1,5,4,6,45,40,50,5,10,3
"GP","M",16,"R","greater than 3","0","middle school","middle school","at_home","other","course","mother",3,1,0,0,0,0,0,0,1,0,0,4,2,2,1,2,3,2,85,75,75,5,4,1.5
"GP","M",16,"U","greater than 3","0","high school","high school","other","services","course","father",1,2,1,0,1,1,0,1,1,1,1,4,5,5,4,4,5,4,50,60,60,20,8,4
"GP","M",17,"R","less than or equal to 3","0","middle school","elementary school","at_home","other","course","mother",2,1,2,0,0,0,1,1,0,1,1,3,3,2,2,2,5,0,35,30,0,10,4,2
"GP","M",15,"R","greater than 3","0","high school","middle school","other","other","course","mother",2,2,2,1,1,0,0,1,1,1,1,4,4,4,1,4,3,6,25,45,35,5,8,2.5
"GP","M",16,"U","less than or equal to 3","0","elementary school","middle school","other","other","course","mother",2,1,1,0,0,0,1,1,1,0,0,4,4,4,2,4,5,0,35,0,0,10,8,3
"GP","M",17,"U","greater than 3","0","elementary school","high school","at_home","services","course","father",1,1,0,0,0,0,0,1,0,1,0,5,3,3,1,4,2,2,50,50,50,5,8,2.5
"GP","M",17,"R","less than or equal to 3","0","elementary school","elementary school","other","services","course","mother",4,2,3,0,0,0,1,1,0,0,1,5,3,5,1,5,5,0,25,40,35,5,10,3
"GP","M",16,"U","greater than 3","0","high school","middle school","services","services","course","mother",2,1,1,0,1,0,1,0,0,0,0,4,5,2,1,1,2,16,60,55,60,5,2,1
"GP","M",16,"U","greater than 3","0","middle school","middle school","other","other","course","father",1,2,0,0,0,0,0,1,0,1,0,4,3,5,2,4,4,4,50,50,50,10,8,3
"GP","F",16,"U","greater than 3","0","university or higher","middle school","health","services","home","father",1,2,0,0,0,1,0,1,1,1,1,4,2,3,1,1,3,0,70,75,80,5,2,1
"GP","F",16,"U","greater than 3","0","middle school","middle school","other","other","home","mother",1,2,0,0,1,1,0,0,1,1,0,5,1,5,1,1,4,0,30,35,0,5,2,1
"GP","F",16,"U","greater than 3","0","university or higher","university or higher","health","health","reputation","mother",1,2,0,0,1,1,0,1,1,1,1,4,4,2,1,1,3,0,70,70,70,5,2,1
"GP","M",16,"U","greater than 3","0","high school","university or higher","other","other","course","father",3,1,2,0,1,0,1,0,1,1,0,3,4,5,2,4,2,0,30,25,0,10,8,3
"GP","M",16,"U","greater than 3","0","elementary school","no education","other","other","reputation","mother",2,2,0,0,1,1,1,1,1,1,1,4,3,2,1,1,3,2,65,75,80,5,2,1
"GP","M",17,"U","less than or equal to 3","0","university or higher","university or higher","teacher","other","reputation","mother",1,2,0,0,1,1,1,1,1,1,0,4,4,4,1,3,5,0,65,55,50,5,6,2
"GP","F",16,"U","greater than 3","0","elementary school","high school","at_home","services","home","mother",1,2,3,0,0,0,1,0,1,1,1,4,3,5,1,1,3,0,40,35,0,5,2,1
"GP","F",16,"U","less than or equal to 3","0","high school","high school","other","other","reputation","mother",2,2,0,0,1,1,1,1,1,1,0,4,4,5,1,1,4,4,50,55,45,5,2,1
"GP","M",17,"U","less than or equal to 3","0","university or higher","high school","teacher","other","course","mother",2,2,0,0,0,1,1,1,1,1,0,4,4,4,4,4,4,4,50,45,45,20,8,4
"GP","F",16,"U","greater than 3","0","middle school","middle school","services","other","reputation","mother",2,2,0,0,0,1,1,0,1,1,0,3,4,4,1,4,5,2,65,65,55,5,8,2.5
"GP","M",17,"U","greater than 3","0","high school","high school","other","other","reputation","father",1,2,0,0,0,0,1,0,1,1,0,4,3,4,1,4,4,4,30,25,30,5,8,2.5
"GP","M",16,"R","greater than 3","0","university or higher","middle school","teacher","services","other","mother",1,1,0,0,1,0,1,1,1,1,1,4,3,3,3,4,3,10,50,40,45,15,8,3.5
"GP","M",17,"U","greater than 3","0","university or higher","high school","other","other","course","mother",1,2,0,0,1,0,1,1,1,1,1,5,2,3,1,1,2,4,50,50,55,5,2,1
"GP","M",16,"U","greater than 3","0","university or higher","high school","teacher","other","home","mother",1,2,0,0,1,1,1,1,1,1,0,3,4,3,2,3,3,10,45,40,40,10,6,2.5
"GP","M",16,"U","greater than 3","0","high school","high school","services","other","home","mother",1,2,0,0,0,1,1,1,1,1,1,4,2,3,1,2,3,2,60,65,60,5,4,1.5
"GP","F",17,"U","greater than 3","0","middle school","university or higher","services","services","reputation","father",1,2,0,0,1,0,1,1,1,0,0,5,4,2,2,3,5,0,80,85,85,10,6,2.5
"GP","F",17,"U","less than or equal to 3","0","high school","high school","other","other","reputation","mother",1,2,0,0,1,0,1,1,1,1,1,5,3,3,2,3,1,56,45,45,40,10,6,2.5
"GP","F",16,"U","greater than 3","0","high school","middle school","other","other","reputation","mother",1,2,0,0,1,1,0,1,1,1,0,1,2,2,1,2,1,14,60,65,60,5,4,1.5
"GP","M",17,"U","greater than 3","0","high school","high school","services","services","other","mother",1,2,0,0,1,0,1,1,1,1,1,4,3,4,2,3,4,12,60,60,55,10,6,2.5
"GP","M",16,"U","greater than 3","0","elementary school","middle school","services","services","other","mother",1,1,0,0,1,1,1,1,1,1,1,3,3,3,1,2,3,2,55,60,55,5,4,1.5
"GP","M",16,"U","less than or equal to 3","0","middle school","elementary school","other","other","course","mother",1,2,0,0,0,1,1,1,1,1,1,4,2,3,1,2,5,0,75,75,75,5,4,1.5
"GP","F",17,"U","greater than 3","1","high school","high school","health","other","reputation","mother",1,2,0,0,1,0,0,0,1,1,1,3,3,3,1,3,3,6,40,35,45,5,6,2
"GP","M",17,"R","greater than 3","0","elementary school","middle school","at_home","other","home","mother",1,2,0,0,0,0,0,1,1,0,0,3,1,3,1,5,3,4,40,45,50,5,10,3
"GP","F",16,"U","greater than 3","0","middle school","high school","services","services","course","mother",1,2,0,0,0,0,0,1,1,1,0,4,3,3,1,1,2,10,55,60,65,5,2,1
"GP","F",17,"U","greater than 3","0","elementary school","elementary school","at_home","services","course","mother",1,2,0,0,0,0,1,1,1,1,0,5,3,3,1,1,3,0,40,40,45,5,2,1
"GP","M",17,"U","greater than 3","0","elementary school","middle school","at_home","services","other","other",2,2,0,0,0,1,1,0,1,1,0,4,4,4,4,5,5,12,35,40,40,20,10,4.5
"GP","M",16,"R","greater than 3","0","high school","high school","services","services","reputation","mother",1,1,0,0,1,0,1,1,1,1,0,4,3,2,3,4,5,8,40,45,50,15,8,3.5
"GP","M",16,"U","greater than 3","0","middle school","high school","other","other","home","father",2,1,0,0,0,0,0,1,1,1,0,5,3,3,1,1,3,0,65,70,70,5,2,1
"GP","F",17,"U","less than or equal to 3","0","middle school","university or higher","services","services","course","father",1,2,0,0,0,0,1,1,1,1,1,4,3,2,1,1,5,0,70,75,75,5,2,1
"GP","M",17,"U","greater than 3","0","university or higher","university or higher","services","teacher","home","mother",1,1,0,0,0,0,0,1,1,1,0,5,2,3,1,2,5,4,85,75,80,5,4,1.5
"GP","M",16,"R","less than or equal to 3","0","high school","high school","teacher","other","home","father",3,1,0,0,1,1,1,1,1,1,0,3,3,4,3,5,3,8,45,45,50,15,10,4
"GP","F",17,"U","greater than 3","0","university or higher","university or higher","services","teacher","home","mother",2,1,1,0,1,0,0,1,1,1,0,4,2,4,2,3,2,24,90,90,90,10,6,2.5
"GP","F",16,"U","less than or equal to 3","0","university or higher","university or higher","teacher","teacher","reputation","mother",1,2,0,0,1,1,0,1,1,1,0,4,5,2,1,2,3,0,45,45,50,5,4,1.5
"GP","F",16,"U","greater than 3","0","university or higher","high school","health","other","home","mother",1,2,0,0,1,0,1,1,1,1,0,4,3,5,1,5,2,2,80,80,80,5,10,3
"GP","F",16,"U","greater than 3","0","middle school","high school","other","other","reputation","mother",1,2,0,1,1,1,1,1,1,0,0,4,4,3,1,3,4,6,40,50,50,5,6,2
"GP","F",17,"U","greater than 3","0","elementary school","elementary school","other","other","course","mother",1,2,0,0,1,1,0,0,1,0,0,4,4,4,1,3,1,4,45,45,50,5,6,2
"GP","F",17,"R","greater than 3","0","middle school","middle school","other","other","reputation","mother",1,1,0,0,1,0,0,1,1,1,0,5,3,2,1,2,3,18,35,30,30,5,4,1.5
"GP","F",16,"R","greater than 3","0","middle school","middle school","services","services","reputation","mother",2,4,0,0,1,1,1,0,1,1,0,5,3,5,1,1,5,6,50,50,55,5,2,1
"GP","F",17,"U","greater than 3","0","high school","university or higher","at_home","services","home","mother",1,3,1,0,1,1,0,1,1,1,1,4,4,3,3,4,5,28,50,45,45,15,8,3.5
"GP","F",16,"U","greater than 3","1","high school","elementary school","services","other","course","mother",1,2,3,0,1,1,0,1,1,1,0,2,3,3,2,2,4,5,35,35,35,10,4,2
"GP","F",16,"U","greater than 3","0","university or higher","high school","teacher","other","other","mother",1,2,0,0,0,1,1,1,1,1,1,1,3,2,1,1,1,10,55,60,65,5,2,1
"GP","F",16,"U","greater than 3","0","elementary school","elementary school","at_home","other","home","mother",2,1,0,0,1,1,0,1,1,0,0,4,3,2,1,4,5,6,45,45,50,5,8,2.5
"GP","F",17,"R","greater than 3","0","university or higher","high school","teacher","other","reputation","mother",2,3,0,0,1,1,1,1,1,1,1,4,4,2,1,1,4,6,35,35,35,5,2,1
"GP","F",19,"U","greater than 3","0","high school","high school","other","other","reputation","other",1,4,0,0,1,1,1,1,1,1,0,4,3,3,1,2,3,10,40,40,40,5,4,1.5
"GP","M",17,"U","less than or equal to 3","0","university or higher","university or higher","services","other","home","mother",1,2,0,0,1,1,0,1,1,1,1,5,3,5,4,5,3,13,60,60,65,20,10,4.5
"GP","F",16,"U","greater than 3","1","middle school","middle school","other","other","reputation","mother",1,2,0,1,1,1,0,1,1,1,0,3,3,4,1,1,4,0,60,65,70,5,2,1
"GP","M",18,"U","greater than 3","0","middle school","middle school","services","other","home","mother",1,2,1,0,1,1,1,1,1,1,0,4,4,4,2,4,5,15,30,35,40,10,8,3
"GP","F",17,"R","less than or equal to 3","0","university or higher","university or higher","services","other","other","mother",1,1,0,0,1,1,0,1,1,0,0,5,2,1,1,2,3,12,40,50,50,5,4,1.5
"GP","F",17,"U","less than or equal to 3","0","high school","middle school","other","other","reputation","mother",2,2,0,0,0,1,0,1,1,1,0,4,4,4,1,3,1,2,70,75,75,5,6,2
"GP","F",17,"U","greater than 3","0","university or higher","high school","other","other","reputation","mother",1,2,2,0,0,1,0,1,1,1,1,3,4,5,2,4,1,22,30,30,20,10,8,3
"GP","M",18,"U","less than or equal to 3","0","high school","high school","services","health","home","father",1,2,1,0,1,1,0,1,1,1,0,3,2,4,2,4,4,13,30,30,40,10,8,3
"GP","F",17,"U","greater than 3","0","middle school","high school","at_home","other","home","father",2,1,0,0,1,1,0,1,1,0,0,3,3,3,1,4,3,3,35,35,40,5,8,2.5
"GP","F",17,"U","greater than 3","0","middle school","middle school","at_home","at_home","course","mother",1,3,0,0,1,1,1,1,1,1,0,4,3,3,1,1,4,4,45,50,50,5,2,1
"GP","F",17,"R","greater than 3","0","middle school","elementary school","at_home","services","reputation","mother",2,2,0,0,1,0,1,1,1,1,0,4,2,5,1,2,5,2,30,30,30,5,4,1.5
"GP","F",17,"U","greater than 3","0","elementary school","elementary school","at_home","other","reputation","mother",1,3,1,0,1,0,1,1,1,0,1,4,3,4,1,1,5,0,30,25,0,5,2,1
"GP","F",16,"U","greater than 3","0","middle school","high school","services","teacher","other","mother",1,2,0,1,0,0,0,1,1,1,0,2,3,1,1,1,3,2,80,80,85,5,2,1
"GP","M",18,"U","greater than 3","0","middle school","middle school","other","other","home","mother",2,2,0,0,1,1,0,1,1,1,0,3,3,3,5,5,4,0,60,65,65,25,10,5
"GP","F",16,"U","greater than 3","0","university or higher","university or higher","teacher","services","home","mother",1,3,0,0,1,0,1,0,1,1,0,5,3,2,1,1,5,0,65,65,70,5,2,1
"GP","F",18,"R","greater than 3","0","high school","elementary school","other","other","reputation","mother",1,2,1,0,0,0,1,1,1,1,1,5,3,3,1,1,4,16,45,40,35,5,2,1
"GP","F",17,"U","greater than 3","0","high school","middle school","other","other","course","mother",1,2,0,0,0,0,1,0,1,1,0,5,3,4,1,3,3,10,80,75,75,5,6,2
"GP","M",17,"U","less than or equal to 3","0","middle school","high school","services","services","reputation","father",1,2,0,0,1,1,0,0,1,1,0,5,3,3,1,3,3,2,60,55,60,5,6,2
"GP","M",18,"U","less than or equal to 3","0","middle school","elementary school","at_home","other","course","mother",4,2,0,1,1,1,1,1,1,1,1,4,3,2,4,5,3,14,50,40,45,20,10,4.5
"GP","F",17,"U","greater than 3","1","middle school","elementary school","other","other","course","mother",2,3,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,10,60,50,60,5,4,1.5
"GP","F",17,"U","less than or equal to 3","0","university or higher","high school","health","other","reputation","father",1,2,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,14,65,65,70,5,4,1.5
"GP","M",17,"R","greater than 3","0","middle school","middle school","other","other","course","father",2,2,0,0,1,1,1,1,1,1,0,4,5,2,1,1,1,4,55,55,55,5,2,1
"GP","M",17,"U","greater than 3","0","university or higher","university or higher","teacher","teacher","reputation","mother",1,2,0,1,1,0,1,1,1,1,1,4,5,5,1,3,2,14,55,45,45,5,6,2
"GP","M",16,"U","greater than 3","0","university or higher","university or higher","health","other","reputation","father",1,2,0,0,1,1,1,1,1,1,0,4,2,4,2,4,1,2,70,65,65,10,8,3
"GP","M",16,"U","less than or equal to 3","0","elementary school","elementary school","other","other","home","mother",2,2,0,0,1,1,0,1,1,1,0,3,4,2,1,1,5,18,45,35,30,5,2,1
"GP","M",16,"U","greater than 3","0","high school","middle school","at_home","other","reputation","mother",2,3,0,0,0,0,1,1,1,1,1,5,3,3,1,3,2,10,55,45,50,5,6,2
"GP","M",17,"U","less than or equal to 3","0","middle school","middle school","other","other","home","father",1,2,0,0,0,1,1,0,1,1,1,4,4,2,5,5,4,4,70,65,65,25,10,5
"GP","F",16,"U","greater than 3","0","middle school","elementary school","other","other","home","mother",1,1,0,0,0,0,0,1,1,1,1,4,5,2,1,1,5,20,65,60,60,5,2,1
"GP","F",17,"R","greater than 3","0","middle school","elementary school","at_home","services","course","mother",3,2,0,0,0,0,1,1,1,0,0,2,1,1,1,1,3,2,65,55,55,5,2,1
"GP","M",18,"U","greater than 3","0","middle school","middle school","other","services","reputation","father",1,2,1,0,0,0,0,1,0,1,0,5,5,4,3,5,2,0,35,35,0,15,10,4
"GP","M",17,"U","less than or equal to 3","0","university or higher","high school","health","other","course","mother",2,2,0,0,0,0,1,1,1,1,1,2,5,5,1,4,5,14,60,60,60,5,8,2.5
"GP","M",17,"R","less than or equal to 3","1","university or higher","university or higher","teacher","other","course","mother",2,2,0,0,1,1,0,1,1,1,0,3,3,3,2,3,4,2,50,55,60,10,6,2.5
"GP","M",16,"U","less than or equal to 3","0","university or higher","high school","teacher","other","course","mother",1,1,0,0,0,0,1,0,1,1,0,5,4,5,1,1,3,0,30,0,0,5,2,1
"GP","M",16,"U","greater than 3","0","university or higher","university or higher","services","services","course","mother",1,1,0,0,0,0,1,1,1,1,0,5,3,2,1,2,5,0,65,60,60,5,4,1.5
"GP","F",18,"U","greater than 3","0","middle school","elementary school","other","other","course","other",2,3,0,0,1,1,0,0,1,1,1,4,4,4,1,1,3,0,35,0,0,5,2,1
"GP","M",16,"U","greater than 3","0","middle school","elementary school","other","other","course","mother",3,1,0,0,0,0,0,1,1,1,0,4,3,3,1,1,4,6,90,90,90,5,2,1
"GP","M",17,"U","greater than 3","0","middle school","high school","other","other","course","father",2,1,0,0,0,0,0,1,1,1,0,5,2,2,1,1,2,4,60,60,65,5,2,1
"GP","M",22,"U","greater than 3","0","high school","elementary school","services","services","other","mother",1,1,3,0,0,0,0,0,0,1,1,5,4,5,5,5,1,16,30,40,40,25,10,5
"GP","M",18,"R","less than or equal to 3","0","high school","high school","other","services","course","mother",1,2,1,0,1,0,0,1,1,1,1,4,3,3,1,3,5,8,15,25,25,5,6,2
"GP","M",16,"U","greater than 3","0","no education","middle school","other","other","other","mother",1,1,0,0,0,1,0,0,1,1,0,4,3,2,2,4,5,0,65,75,75,10,8,3
"GP","M",18,"U","greater than 3","0","high school","middle school","services","other","course","mother",2,1,1,0,0,0,0,1,0,1,0,4,4,5,2,4,5,0,30,40,40,10,8,3
"GP","M",16,"U","greater than 3","0","high school","high school","at_home","other","reputation","other",3,2,0,1,1,0,0,0,1,1,0,5,3,3,1,3,2,6,35,50,50,5,6,2
"GP","M",18,"U","greater than 3","0","middle school","elementary school","services","services","other","mother",1,1,1,0,0,0,0,0,0,1,0,3,2,5,2,5,5,4,30,45,40,10,10,3.5
"GP","M",16,"R","greater than 3","0","middle school","elementary school","other","other","course","mother",2,1,0,0,0,0,1,0,1,0,0,3,3,2,1,3,3,0,40,45,40,5,6,2
"GP","M",17,"R","greater than 3","0","middle school","elementary school","other","other","course","mother",1,1,0,0,0,0,0,0,1,1,0,4,4,2,2,4,5,0,40,60,60,10,8,3
"GP","M",17,"U","less than or equal to 3","0","elementary school","elementary school","health","other","course","mother",2,1,1,0,1,0,1,1,1,1,0,4,4,4,1,2,5,2,35,45,40,5,4,1.5
"GP","F",17,"U","less than or equal to 3","0","university or higher","middle school","teacher","services","reputation","mother",1,4,0,0,1,1,1,1,1,1,0,4,2,3,1,1,4,6,70,60,65,5,2,1
"GP","M",19,"U","less than or equal to 3","1","university or higher","high school","services","at_home","reputation","mother",1,2,0,0,1,0,0,1,1,1,0,4,3,1,1,1,1,12,55,55,55,5,2,1
"GP","M",18,"U","greater than 3","0","middle school","elementary school","other","other","home","mother",1,2,0,0,0,0,1,1,1,1,0,5,2,4,1,2,4,8,75,70,70,5,4,1.5
"GP","F",17,"U","less than or equal to 3","0","middle school","middle school","services","services","course","father",1,4,0,0,0,1,1,1,1,1,1,3,4,1,1,1,2,0,50,45,0,5,2,1
"GP","F",18,"U","greater than 3","0","university or higher","high school","services","other","home","father",1,2,0,0,1,1,0,1,1,1,1,3,1,2,1,3,2,21,85,90,90,5,6,2
"GP","M",18,"U","greater than 3","0","university or higher","high school","teacher","other","course","mother",1,2,0,0,1,1,0,0,1,1,0,4,3,2,1,1,3,2,40,40,40,5,2,1
"GP","M",18,"R","greater than 3","0","high school","middle school","other","other","course","mother",1,3,0,0,0,0,1,0,1,0,0,5,3,2,1,1,3,1,65,60,60,5,2,1
"GP","F",17,"U","greater than 3","0","high school","high school","other","other","home","mother",1,3,0,0,0,0,1,0,1,0,0,3,2,3,1,1,4,4,50,45,45,5,2,1
"GP","F",18,"U","greater than 3","0","middle school","middle school","at_home","services","home","mother",1,3,0,0,1,1,1,1,1,1,1,4,3,3,1,1,3,0,45,50,0,5,2,1
"GP","M",18,"R","less than or equal to 3","1","high school","university or higher","other","other","reputation","mother",2,2,0,0,1,1,1,1,1,1,0,4,2,5,3,4,1,13,85,85,85,15,8,3.5
"GP","M",17,"U","greater than 3","0","high school","elementary school","services","other","other","mother",1,2,0,0,0,1,1,1,1,1,1,5,4,4,3,4,5,2,45,45,50,15,8,3.5
"GP","F",18,"R","greater than 3","0","university or higher","university or higher","teacher","other","reputation","mother",2,2,0,0,0,1,1,1,1,1,0,4,3,4,2,2,4,8,60,50,55,10,4,2
"GP","M",18,"U","greater than 3","0","university or higher","middle school","health","other","reputation","father",1,2,0,0,1,1,1,1,1,1,1,5,4,5,1,3,5,10,50,45,50,5,6,2
"GP","F",18,"R","greater than 3","0","middle school","elementary school","other","other","reputation","mother",2,2,0,0,1,0,0,1,0,1,1,4,3,5,1,2,3,0,30,0,0,5,4,1.5
"GP","F",19,"U","greater than 3","0","high school","high school","other","services","home","other",1,2,2,0,1,1,1,1,1,1,0,4,3,5,3,3,5,15,45,45,45,15,6,3
"GP","F",18,"U","greater than 3","0","middle school","high school","other","services","reputation","father",1,4,0,0,1,1,1,1,1,1,1,4,5,5,1,3,2,4,75,70,70,5,6,2
"GP","F",18,"U","less than or equal to 3","0","elementary school","elementary school","other","other","home","mother",2,2,0,0,1,1,0,0,1,0,0,4,4,3,1,1,3,2,55,55,55,5,2,1
"GP","M",17,"R","greater than 3","0","elementary school","middle school","at_home","at_home","home","mother",1,2,0,0,1,1,1,0,1,0,1,3,5,2,2,2,1,2,75,70,70,10,4,2
"GP","F",17,"U","greater than 3","0","middle school","university or higher","at_home","health","reputation","mother",2,2,0,0,1,1,0,1,1,1,1,4,3,3,1,1,1,2,50,50,50,5,2,1
"GP","F",17,"U","less than or equal to 3","0","middle school","middle school","services","other","course","mother",2,2,0,1,1,1,0,1,1,1,1,4,4,4,2,3,5,6,60,60,60,10,6,2.5
"GP","F",18,"R","greater than 3","1","high school","middle school","other","services","home","mother",2,2,0,0,0,0,0,0,0,1,1,4,1,1,1,1,5,75,50,45,45,5,2,1
"GP","M",18,"U","greater than 3","0","university or higher","university or higher","teacher","services","home","mother",2,1,0,0,0,1,1,1,1,1,0,3,2,4,1,4,3,22,45,45,45,5,8,2.5
"GP","F",18,"U","greater than 3","0","university or higher","university or higher","health","health","reputation","father",1,2,1,1,1,0,1,1,1,1,1,2,4,4,1,1,4,15,45,40,40,5,2,1
"GP","M",18,"U","less than or equal to 3","0","university or higher","high school","teacher","services","course","mother",2,1,0,0,0,1,1,1,1,1,0,4,2,3,1,2,1,8,50,55,50,5,4,1.5
"GP","M",17,"U","less than or equal to 3","1","university or higher","elementary school","services","other","home","mother",2,1,0,0,0,1,1,1,1,1,1,4,5,4,2,4,5,30,40,40,40,10,8,3
"GP","M",17,"U","less than or equal to 3","1","high school","middle school","teacher","services","home","mother",1,1,1,0,0,0,0,1,1,1,0,4,4,4,3,4,3,19,55,45,50,15,8,3.5
"GP","F",18,"R","less than or equal to 3","0","elementary school","elementary school","at_home","other","reputation","mother",2,4,0,0,1,1,1,1,1,0,0,5,2,2,1,1,3,1,60,60,60,5,2,1
"GP","F",18,"U","greater than 3","0","elementary school","elementary school","other","other","home","mother",2,2,0,1,0,0,1,1,1,1,0,5,4,4,1,1,4,4,40,45,50,5,2,1
"GP","F",17,"U","greater than 3","0","middle school","middle school","other","other","course","mother",1,2,0,0,1,0,0,0,1,1,0,5,4,5,1,2,5,4,50,45,55,5,4,1.5
"GP","M",17,"U","greater than 3","0","elementary school","elementary school","other","other","reputation","father",1,2,0,0,0,1,0,0,1,1,0,4,3,3,1,2,4,2,60,50,55,5,4,1.5
"GP","F",18,"U","greater than 3","0","middle school","middle school","at_home","at_home","other","mother",1,3,0,0,1,1,0,1,1,1,0,4,3,3,1,2,2,5,90,90,95,5,4,1.5
"GP","F",17,"U","greater than 3","0","elementary school","elementary school","services","teacher","reputation","mother",1,3,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,6,65,60,60,5,2,1
"GP","M",18,"U","greater than 3","0","middle school","elementary school","services","services","reputation","mother",1,3,0,0,0,1,1,1,1,1,0,4,2,4,1,3,2,6,75,70,70,5,6,2
"GP","M",18,"U","less than or equal to 3","1","university or higher","university or higher","teacher","teacher","reputation","mother",1,2,0,0,1,1,1,1,1,1,0,5,4,3,1,1,2,9,75,65,75,5,2,1
"GP","M",18,"U","greater than 3","0","university or higher","middle school","teacher","other","home","mother",1,2,0,0,1,1,1,1,1,1,1,4,3,2,1,4,5,11,60,55,55,5,8,2.5
"GP","F",17,"U","greater than 3","0","university or higher","high school","health","services","reputation","mother",1,3,0,0,1,1,0,1,1,1,0,4,2,2,1,2,3,0,75,75,75,5,4,1.5
"GP","F",18,"U","less than or equal to 3","0","middle school","elementary school","services","at_home","reputation","mother",1,2,1,0,0,0,0,1,1,1,1,5,4,3,1,1,5,12,60,60,65,5,2,1
"GP","F",17,"R","less than or equal to 3","0","high school","elementary school","services","other","reputation","mother",2,4,0,0,1,1,0,1,1,0,0,3,1,2,1,1,3,6,90,90,90,5,2,1
"GP","M",18,"R","less than or equal to 3","0","high school","middle school","services","other","reputation","mother",2,3,0,0,1,1,1,1,1,1,0,5,4,2,1,1,4,8,70,65,70,5,2,1
"GP","M",17,"U","greater than 3","0","high school","high school","health","other","home","mother",1,1,0,0,1,1,0,1,1,1,0,4,4,3,1,3,5,4,70,60,55,5,6,2
"GP","F",19,"U","greater than 3","0","university or higher","university or higher","health","other","reputation","other",2,2,0,0,1,1,1,1,1,1,0,2,3,4,2,3,2,0,50,45,0,10,6,2.5
"GP","F",18,"U","less than or equal to 3","0","university or higher","high school","other","other","home","other",2,2,0,0,1,1,0,1,1,1,1,4,4,5,1,2,2,10,50,40,40,5,4,1.5
"GP","F",18,"U","greater than 3","0","university or higher","high school","other","other","reputation","father",1,4,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,0,70,65,70,5,2,1
"GP","M",18,"U","less than or equal to 3","0","university or higher","university or higher","teacher","teacher","home","mother",1,1,0,0,1,1,0,1,1,1,1,1,4,2,2,2,1,5,80,75,80,10,4,2
"GP","F",18,"U","less than or equal to 3","1","university or higher","university or higher","health","other","home","mother",1,2,0,0,1,0,0,1,1,1,1,4,2,4,1,1,4,14,60,50,55,5,2,1
"GP","M",17,"U","less than or equal to 3","0","university or higher","university or higher","other","teacher","home","father",2,1,0,0,0,1,0,1,1,1,0,4,1,1,2,2,5,0,55,55,50,10,4,2
"GP","F",17,"U","greater than 3","0","university or higher","middle school","other","other","reputation","mother",2,3,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,0,75,60,70,5,2,1
"GP","F",17,"U","greater than 3","0","high school","middle school","health","health","reputation","father",1,4,0,0,1,1,1,0,1,1,0,5,2,2,1,2,5,0,85,85,90,5,4,1.5
"GP","M",19,"U","greater than 3","0","high school","high school","other","other","home","other",1,2,1,0,1,0,1,1,1,1,1,4,4,4,1,1,3,20,75,70,65,5,2,1
"GP","F",18,"U","greater than 3","0","middle school","university or higher","services","at_home","reputation","other",1,2,1,0,1,1,1,1,1,1,0,4,4,3,1,1,3,8,70,60,60,5,2,1
"GP","M",20,"U","greater than 3","1","high school","middle school","services","other","course","other",1,1,0,0,0,0,1,1,1,0,0,5,5,3,1,1,5,0,85,90,90,5,2,1
"GP","M",19,"U","greater than 3","0","university or higher","university or higher","teacher","services","reputation","other",2,1,1,0,1,1,0,1,1,1,1,4,3,4,1,1,4,38,40,45,40,5,2,1
"GP","M",19,"R","greater than 3","0","high school","high school","other","services","reputation","father",1,2,1,0,0,0,1,1,1,0,1,4,5,3,1,2,5,0,75,60,60,5,4,1.5
"GP","F",19,"U","less than or equal to 3","0","elementary school","elementary school","at_home","other","reputation","other",1,2,1,1,1,0,1,0,1,1,0,4,4,3,1,3,3,18,60,50,50,5,6,2
"GP","F",19,"U","less than or equal to 3","0","elementary school","middle school","services","services","home","other",1,2,1,0,0,0,1,0,1,0,1,4,2,4,2,2,3,0,45,45,0,10,4,2
"GP","F",19,"U","greater than 3","0","middle school","elementary school","at_home","other","other","other",3,2,0,0,1,0,0,1,0,1,1,3,4,1,1,1,2,20,70,60,65,5,2,1
"GP","M",19,"U","greater than 3","0","elementary school","middle school","other","services","course","other",1,2,1,0,0,0,0,0,1,1,0,4,5,2,2,2,4,3,65,55,55,10,4,2
"GP","F",19,"U","less than or equal to 3","0","high school","middle school","services","other","reputation","other",2,2,1,0,1,1,0,0,1,1,1,4,2,2,1,2,1,22,65,50,55,5,4,1.5
"GP","F",19,"U","greater than 3","0","elementary school","elementary school","at_home","health","home","other",1,3,2,0,0,0,0,0,1,1,1,4,1,2,1,1,3,14,75,65,65,5,2,1
